
1217194534.703138,-0.252976,2.361105,0.842969,1.264453,-11.485449,0.001291,-0.007784,100,-4.712389,0.000278,0.049100
1217194534.802955,-0.224867,2.332997,0.632227,1.053711,-11.696191,0.001291,-0.007784,100,-4.712389,0.000278,0.196400
1217194534.903167,-0.309192,2.332997,1.159082,0.948340,-11.485449,0.001291,-0.007784,100,-4.712389,0.000278,0.245500
1217194535.002956,-0.309192,2.304889,0.842969,1.264453,-11.590820,0.001291,-0.007784,100,-4.712389,0.000278,0.049100
1217194535.102954,-0.281084,2.304889,0.842969,1.159082,-11.590820,0.001291,-0.007784,100,-4.712389,0.000278,0.098200
1217194535.202954,-0.309192,2.332997,0.632227,1.369824,-11.485449,0.003133,-0.009267,100,-4.712389,0.000278,0.098200
1217194535.302954,-0.309192,2.361105,0.421484,0.842969,-11.696191,0.003133,-0.009267,100,-4.712389,0.000278,0.049100
1217194535.402955,-0.224867,2.276780,0.421484,1.264453,-11.696191,0.003124,-0.010737,100,-4.712389,0.000556,0.049100
1217194535.502954,-0.281084,2.304889,0.316113,1.369824,-11.485449,0.003124,-0.010737,100,-4.712389,0.000556,0.000000
1217194535.603103,-0.252976,2.361105,0.526855,1.053711,-11.801563,0.004975,-0.010749,100,-4.712389,0.000833,0.000000
1217194535.702987,-0.309192,2.332997,0.421484,1.053711,-11.906934,0.004975,-0.010749,100,-4.712389,0.000833,0.000000
1217194535.803169,-0.309192,2.304889,0.421484,1.159082,-11.485449,0.004975,-0.010749,100,-4.712389,0.000833,0.000000
1217194535.902954,-0.309192,2.304889,0.316113,1.264453,-11.485449,0.006817,-0.012232,100,-4.712389,0.000556,0.000000
1217194536.002956,-0.309192,2.332997,0.526855,0.948340,-11.696191,0.006817,-0.012232,100,-4.712389,0.000556,0.000000
1217194536.102954,-0.224867,2.361105,0.421484,0.948340,-11.801563,0.006817,-0.012232,100,-4.712389,0.000278,0.000000
1217194536.202954,-0.281084,2.361105,0.421484,1.264453,-11.590820,0.006817,-0.012232,100,-4.712389,0.000278,0.000000
1217194536.302961,-0.309192,2.304889,0.421484,1.264453,-11.485449,0.006808,-0.013703,100,-4.712389,0.000278,0.000000
1217194536.402955,-0.309192,2.332997,0.526855,1.264453,-11.590820,0.006808,-0.013703,100,-4.712389,0.000278,0.000000
1217194536.502989,-0.281084,2.361105,0.316113,0.948340,-11.696191,0.006808,-0.013703,100,-4.712389,0.000556,0.000000
1217194536.602960,-0.281084,2.276780,0.632227,1.159082,-11.801563,0.006808,-0.013703,100,-4.712389,0.000556,0.000000
1217194536.703139,-0.281084,2.361105,0.421484,1.159082,-11.590820,0.004956,-0.013691,100,-4.712389,0.000556,0.000000
1217194536.802955,-0.281084,2.304889,0.526855,1.264453,-11.696191,0.004956,-0.013691,100,-4.712389,0.000556,0.000000
1217194536.903005,-0.281084,2.332997,0.526855,1.264453,-11.485449,0.004956,-0.013691,100,-4.712389,0.000556,0.000000
1217194537.002956,-0.309192,2.304889,0.316113,0.948340,-11.590820,0.004956,-0.013691,100,-4.712389,0.000556,0.000000
1217194537.102954,-0.252976,2.332997,0.316113,1.159082,-11.696191,0.004956,-0.013691,100,-4.712389,0.000556,0.000000
1217194537.202955,-0.281084,2.276780,0.632227,1.053711,-11.590820,0.004956,-0.013691,100,-4.712389,0.000556,0.000000
1217194537.302954,-0.309192,2.361105,0.421484,1.264453,-11.590820,0.004956,-0.013691,100,-4.712389,0.000556,0.000000
1217194537.402959,-0.281084,2.304889,0.421484,1.264453,-11.485449,0.004956,-0.013691,100,-4.712389,0.000278,0.000000
1217194537.502961,-0.281084,2.361105,0.526855,1.264453,-11.485449,0.004956,-0.013691,100,-4.712389,0.000278,0.000000
1217194537.603101,-0.309192,2.332997,0.632227,1.159082,-11.696191,0.004946,-0.015161,100,-4.712389,0.000278,0.000000
1217194537.702987,-0.224867,2.304889,0.316113,0.948340,-11.590820,0.004946,-0.015161,100,-4.712389,0.000278,0.000000
1217194537.803032,-0.224867,2.361105,0.316113,1.053711,-11.590820,0.004946,-0.015161,100,-4.712389,0.000278,0.000000
1217194537.902954,-0.224867,2.332997,0.632227,0.948340,-11.906934,0.004946,-0.015161,100,-4.712389,0.000556,0.000000
1217194538.002956,-0.281084,2.361105,0.632227,1.053711,-11.801563,0.004946,-0.015161,100,-4.712389,0.000556,0.000000
1217194538.102954,-0.309192,2.332997,0.421484,1.159082,-11.590820,0.004937,-0.016632,100,-4.712389,0.000833,0.000000
1217194538.202954,-0.281084,2.361105,0.421484,1.264453,-11.485449,0.004937,-0.016632,100,-4.712389,0.000833,0.000000
1217194538.302996,-0.252976,2.304889,0.632227,1.159082,-11.696191,0.004927,-0.018102,100,-4.712389,0.000833,0.000000
1217194538.402955,-0.281084,2.361105,0.526855,1.053711,-11.801563,0.004927,-0.018102,100,-4.712389,0.000833,0.000000
1217194538.502985,-0.224867,2.304889,0.632227,1.159082,-11.801563,0.003075,-0.018090,100,-4.712389,0.000833,0.000000
1217194538.602959,-0.309192,2.332997,0.526855,1.264453,-11.590820,0.003075,-0.018090,100,-4.712389,0.000833,0.000000
1217194538.703162,-0.252976,2.304889,0.526855,1.264453,-11.590820,0.003075,-0.018090,100,-4.712389,0.000833,0.000000
1217194538.802954,-0.252976,2.304889,0.316113,0.948340,-11.696191,0.003075,-0.018090,100,-4.712389,0.000833,0.000000
1217194538.902995,-0.252976,2.276780,0.316113,1.264453,-11.485449,0.003075,-0.018090,100,-4.712389,0.000833,0.000000
1217194539.002956,-0.224867,2.304889,0.632227,1.159082,-11.696191,0.003075,-0.018090,100,-4.712389,0.000556,0.000000
1217194539.102954,-0.309192,2.332997,0.526855,1.264453,-11.590820,0.003075,-0.018090,100,-4.712389,0.000556,0.000000
1217194539.202954,-0.252976,2.361105,0.421484,0.948340,-11.906934,0.001224,-0.018078,100,-4.712389,0.000556,0.000000
1217194539.302954,-0.252976,2.332997,0.316113,1.053711,-11.590820,0.001224,-0.018078,100,-4.712389,0.000556,0.000000
1217194539.402962,-0.252976,2.276780,0.526855,1.264453,-11.590820,0.001224,-0.018078,100,-4.712389,0.000833,0.000000
1217194539.502961,-0.224867,2.304889,0.421484,0.948340,-11.590820,0.001224,-0.018078,100,-4.712389,0.000833,0.000000
1217194539.603138,-0.309192,2.304889,0.632227,1.264453,-11.590820,-0.000638,-0.019536,100,-4.712389,0.000833,0.000000
1217194539.702954,-0.252976,2.361105,0.316113,1.159082,-11.590820,-0.000638,-0.019536,100,-4.712389,0.000833,0.000000
1217194539.803172,-0.281084,2.332997,0.421484,1.264453,-11.801563,-0.000638,-0.019536,100,-4.712389,0.000833,0.000000
1217194539.902954,-0.252976,2.276780,0.526855,1.053711,-11.590820,-0.000638,-0.019536,100,-4.712389,0.000833,0.000000
1217194540.002957,-0.224867,2.361105,0.316113,0.948340,-11.801563,-0.000638,-0.019536,100,-4.712389,0.000833,0.000000
1217194540.102954,-0.309192,2.332997,0.632227,1.264453,-11.801563,-0.000648,-0.021007,100,-4.712389,0.000556,0.000000
1217194540.202954,-0.281084,2.361105,0.316113,1.264453,-11.485449,-0.000648,-0.021007,100,-4.712389,0.000556,0.000000
1217194540.302955,-0.224867,2.332997,0.632227,0.948340,-11.906934,0.001185,-0.023960,100,-4.712389,0.000556,0.000000
1217194540.402955,-0.281084,2.304889,0.632227,1.159082,-11.590820,0.001185,-0.023960,100,-4.712389,0.000556,0.000000
1217194540.503102,-0.224867,2.276780,0.316113,0.948340,-11.485449,0.001185,-0.023960,100,-4.712389,0.000556,0.000000
1217194540.602987,-0.281084,2.304889,0.421484,1.264453,-11.590820,0.001185,-0.023960,100,-4.712389,0.000556,0.000000
1217194540.703167,-0.252976,2.276780,0.316113,1.264453,-11.485449,0.001185,-0.023960,100,-4.712389,0.000556,0.049100
1217194540.802955,-0.281084,2.361105,0.105371,1.159082,-11.801563,0.001175,-0.025431,100,-4.712389,0.000556,0.049100
1217194540.902954,-0.309192,2.304889,0.421484,1.159082,-11.590820,0.001175,-0.025431,100,-4.712389,0.000556,0.049100
1217194541.002956,-0.281084,2.304889,0.421484,1.159082,-11.274707,0.001166,-0.026901,100,-4.712389,0.000833,0.049100
1217194541.102954,-0.309192,2.276780,0.421484,1.159082,-11.590820,0.001166,-0.026901,100,-4.712389,0.000833,0.000000
1217194541.202960,-0.224867,2.332997,0.210742,1.053711,-11.696191,0.001166,-0.026901,100,-4.712389,0.000833,0.000000
1217194541.302955,-0.281084,2.276780,0.421484,1.264453,-11.801563,0.001166,-0.026901,100,-4.712389,0.000833,0.000000
1217194541.402989,-0.224867,2.304889,0.316113,0.948340,-11.696191,0.001166,-0.026901,100,-4.712389,0.000556,0.000000
1217194541.502960,-0.224867,2.332997,-0.105371,1.053711,-11.590820,0.001166,-0.026901,100,-4.712389,0.000556,0.000000
1217194541.603139,-0.281084,2.361105,0.421484,1.159082,-11.696191,-0.000696,-0.028360,100,-4.712389,0.000556,0.049100
1217194541.702954,-0.252976,2.332997,0.000000,0.948340,-11.696191,-0.000696,-0.028360,100,-4.712389,0.000556,0.049100
1217194541.803005,-0.252976,2.304889,0.316113,0.948340,-11.696191,-0.000696,-0.028360,100,-4.712389,0.000556,0.000000
1217194541.902954,-0.224867,2.361105,0.105371,1.053711,-11.801563,-0.002557,-0.029818,100,-4.712389,0.000833,0.049100
1217194542.002956,-0.224867,2.304889,0.000000,0.948340,-11.485449,-0.002557,-0.029818,100,-4.712389,0.000833,0.000000
1217194542.102955,-0.309192,2.332997,0.105371,1.264453,-11.590820,-0.002557,-0.029818,100,-4.712389,0.000556,0.000000
1217194542.202954,-0.252976,2.361105,0.105371,1.264453,-11.906934,-0.002557,-0.029818,100,-4.712389,0.000556,0.000000
1217194542.302960,-0.281084,2.304889,0.105371,1.264453,-11.485449,-0.004419,-0.031276,100,-4.712389,0.000833,0.000000
1217194542.402962,-0.224867,2.332997,0.210742,1.053711,-11.801563,-0.004419,-0.031276,100,-4.712389,0.000833,0.000000
1217194542.503102,-0.309192,2.332997,0.210742,1.264453,-11.485449,-0.006270,-0.031264,100,-4.712389,0.000556,0.000000
1217194542.602986,-0.281084,2.332997,-0.105371,1.053711,-11.696191,-0.006270,-0.031264,100,-4.712389,0.000556,0.000000
1217194542.703032,-0.224867,2.304889,0.210742,1.264453,-11.485449,-0.006270,-0.031264,100,-4.712389,0.000556,0.000000
1217194542.802954,-0.281084,2.361105,-0.105371,1.159082,-11.696191,-0.006270,-0.031264,100,-4.712389,0.000556,0.000000
1217194542.902954,-0.224867,2.332997,-0.105371,1.159082,-11.801563,-0.006270,-0.031264,100,-4.712389,0.000556,0.000000
1217194543.002956,-0.252976,2.276780,0.000000,1.264453,-11.485449,-0.008122,-0.031252,100,-4.712389,0.000556,0.000000
1217194543.102954,-0.281084,2.332997,0.210742,1.369824,-11.696191,-0.008122,-0.031252,100,-4.712389,0.000556,0.000000
1217194543.202960,-0.252976,2.332997,0.000000,1.264453,-11.590820,-0.009974,-0.031240,100,-4.712389,0.000556,0.000000
1217194543.303008,-0.252976,2.276780,0.210742,1.053711,-11.590820,-0.009974,-0.031240,100,-4.712389,0.000556,0.000000
1217194543.402985,-0.252976,2.332997,-0.105371,1.264453,-11.590820,-0.013677,-0.031216,100,-4.712389,0.000833,0.000000
1217194543.502960,-0.281084,2.361105,0.000000,1.264453,-11.696191,-0.013677,-0.031216,100,-4.712389,0.000833,0.000000
1217194543.603170,-0.224867,2.332997,0.000000,1.159082,-11.801563,-0.013677,-0.031216,100,-4.712389,0.000833,0.000000
1217194543.702954,-0.309192,2.361105,0.105371,1.159082,-11.380078,-0.015539,-0.032674,100,-4.712389,0.000833,0.000000
1217194543.802997,-0.309192,2.304889,0.316113,1.053711,-11.696191,-0.015539,-0.032674,100,-4.712389,0.000833,0.000000
1217194543.902954,-0.252976,2.361105,0.000000,1.264453,-11.485449,-0.015539,-0.032674,100,-4.712389,0.000556,0.000000
1217194544.002957,-0.252976,2.361105,0.105371,1.053711,-11.801563,-0.015539,-0.032674,100,-4.712389,0.000556,0.000000
1217194544.102954,-0.252976,2.304889,0.105371,0.948340,-11.801563,-0.017400,-0.034132,100,-4.712389,0.000278,0.000000
1217194544.202954,-0.252976,2.276780,0.210742,1.369824,-11.696191,-0.017400,-0.034132,100,-4.712389,0.000278,0.000000
1217194544.302980,-0.309192,2.332997,0.000000,0.948340,-11.801563,-0.019271,-0.037061,100,-4.712389,0.000556,0.000000
1217194544.402961,-0.224867,2.361105,0.210742,1.264453,-11.801563,-0.019271,-0.037061,100,-4.712389,0.000556,0.000000
1217194544.503138,-0.281084,2.304889,0.105371,1.053711,-11.380078,-0.021123,-0.037049,100,-4.712389,0.000556,0.000000
1217194544.602954,-0.224867,2.332997,-0.105371,0.948340,-11.801563,-0.021123,-0.037049,100,-4.712389,0.000556,0.098200
1217194544.703167,-0.224867,2.332997,-0.210742,1.053711,-11.590820,-0.021123,-0.037049,100,-4.712389,0.000556,0.098200
1217194544.802954,-0.252976,2.332997,-0.316113,1.053711,-11.380078,-0.022984,-0.038507,100,-4.712389,0.000556,0.147300
1217194544.902954,-0.252976,2.276780,-0.316113,1.053711,-11.380078,-0.022984,-0.038507,100,-4.712389,0.000556,0.098200
1217194545.002957,-0.252976,2.304889,-0.737598,1.159082,-11.696191,-0.024836,-0.038495,100,-4.712389,0.000833,0.098200
1217194545.102954,-0.309192,2.332997,-0.632227,1.264453,-11.906934,-0.024836,-0.038495,100,-4.712389,0.000833,0.000000
1217194545.202954,-0.252976,2.332997,-0.948340,1.053711,-11.590820,-0.026698,-0.039954,100,-4.712389,0.000833,0.049100
1217194545.302954,-0.281084,2.361105,-0.737598,0.948340,-11.590820,-0.026698,-0.039954,100,-4.712389,0.000833,0.000000
1217194545.403103,-0.252976,2.361105,-0.948340,1.159082,-11.801563,-0.028549,-0.039942,100,-4.712389,0.000556,0.000000
1217194545.502986,-0.281084,2.304889,-0.632227,1.053711,-11.590820,-0.028549,-0.039942,100,-4.712389,0.000556,0.000000
1217194545.603166,-0.224867,2.332997,-0.421484,1.053711,-11.696191,-0.028549,-0.039942,100,-4.712389,0.000556,0.000000
1217194545.702954,-0.252976,2.304889,-0.105371,1.264453,-11.590820,-0.032263,-0.041388,100,-4.712389,0.001111,0.000000
1217194545.802991,-0.281084,2.304889,-0.316113,1.264453,-11.380078,-0.032263,-0.041388,100,-4.712389,0.001111,0.000000
1217194545.902955,-0.252976,2.332997,-0.526855,1.159082,-11.696191,-0.032272,-0.042858,100,-4.712389,0.000833,0.000000
