1216501222,161,-0.393518,2.473539,0.948340,0.948340,-11.590820,4182956.485098,554235.307581,100,-4.712389,0.035000,0.000000
1216501222,263,-0.421626,2.501647,1.053711,0.632227,-11.696191,4182956.371726,554235.245090,100,-4.712389,0.035278,0.000000
1216501222,361,-0.449734,2.473539,0.842969,0.948340,-11.696191,4182956.371726,554235.245090,100,-4.712389,0.035278,0.000000
1216501222,461,-0.449734,2.501647,0.842969,0.737598,-11.485449,4182956.312238,554235.210186,100,-4.712389,0.036111,0.000000
1216501222,561,-0.449734,2.445431,0.842969,0.632227,-11.696191,4182956.312238,554235.210186,100,-4.712389,0.036111,0.000000
1216501222,661,-0.393518,2.501647,1.053711,0.632227,-11.590820,4182956.312238,554235.210186,100,-4.712389,0.036111,0.000000
1216501222,761,-0.421626,2.473539,0.948340,0.632227,-11.801563,4182956.327178,554235.229205,100,-4.712389,0.016111,0.000000
1216501222,861,-0.393518,2.473539,0.842969,0.737598,-11.906934,4182956.327178,554235.229205,100,-4.712389,0.016111,0.000000
1216501222,961,-0.421626,2.445431,0.842969,0.948340,-11.696191,4182956.373684,554235.261253,100,-4.712389,0.008889,0.000000
1216501223,61,-0.393518,2.501647,1.053711,0.526855,-11.590820,4182956.373684,554235.261253,100,-4.712389,0.008889,0.000000
1216501223,161,-0.393518,2.501647,1.053711,0.737598,-11.485449,4182956.351511,554235.268752,100,-4.712389,0.008889,0.000000
1216501223,261,-0.393518,2.501647,1.159082,0.632227,-11.590820,4182956.351511,554235.268752,100,-4.712389,0.011389,0.000000
1216501223,361,-0.421626,2.445431,0.842969,0.948340,-11.485449,4182956.351511,554235.268752,100,-4.712389,0.011389,0.000000
1216501223,461,-0.393518,2.445431,0.948340,0.948340,-11.590820,4182956.327506,554235.279204,100,-4.712389,0.004167,0.000000
1216501223,561,-0.393518,2.501647,1.053711,0.842969,-11.590820,4182956.327506,554235.279204,100,-4.712389,0.004167,0.000000
1216501223,661,-0.449734,2.473539,1.053711,0.737598,-11.590820,4182956.215870,554235.199053,100,-4.712389,0.004167,0.000000
1216501223,761,-0.421626,2.445431,1.053711,0.632227,-11.801563,4182956.215870,554235.199053,100,-4.712389,0.004167,0.000000
1216501223,861,-0.393518,2.473539,0.948340,0.948340,-11.485449,4182956.117553,554235.173228,100,-4.712389,0.002500,0.000000
1216501223,961,-0.393518,2.501647,1.159082,0.737598,-11.590820,4182956.117553,554235.173228,100,-4.712389,0.002500,0.000000
1216501224,51,-0.449734,2.445431,1.159082,0.737598,-11.590820,4182956.041322,554235.126669,100,-4.712389,0.002500,0.000000
1216501224,151,-0.421626,2.445431,1.053711,0.632227,-11.590820,4182956.041322,554235.126669,100,-4.712389,0.010000,0.000000
1216501224,251,-0.421626,2.417322,0.737598,1.053711,-11.696191,4182956.041322,554235.126669,100,-4.712389,0.010000,0.000000
1216501224,351,-0.393518,2.445431,1.053711,0.632227,-11.590820,4182955.935685,554235.114127,100,-4.712389,0.009444,0.000000
1216501224,451,-0.393518,2.501647,1.053711,0.737598,-11.485449,4182955.935685,554235.114127,100,-4.712389,0.009444,0.000000
1216501224,551,-0.421626,2.445431,1.053711,0.632227,-11.590820,4182955.850359,554235.092628,100,-4.712389,0.021667,0.000000
1216501224,651,-0.393518,2.501647,0.948340,0.842969,-11.590820,4182955.850359,554235.092628,100,-4.712389,0.021667,0.000000
1216501224,751,-0.449734,2.445431,0.842969,0.842969,-11.906934,4182955.894927,554235.111454,100,-4.712389,0.013611,0.000000
1216501224,851,-0.421626,2.445431,1.053711,0.737598,-11.906934,4182955.894927,554235.111454,100,-4.712389,0.013611,0.000000
1216501224,951,-0.393518,2.473539,0.948340,0.842969,-11.590820,4182955.883952,554235.132114,100,-4.712389,0.008333,0.000000
1216501225,41,-0.393518,2.501647,1.053711,0.737598,-11.590820,4182955.883952,554235.132114,100,-4.712389,0.008333,0.000000
1216501225,141,-0.393518,2.473539,0.842969,0.948340,-11.801563,4182955.883952,554235.132114,100,-4.712389,0.008333,0.000000
1216501225,241,-0.393518,2.501647,1.159082,0.632227,-11.485449,4182955.865540,554235.148412,100,-4.712389,0.009444,0.000000
1216501225,341,-0.449734,2.445431,1.053711,0.737598,-11.801563,4182955.865540,554235.148412,100,-4.712389,0.009444,0.000000
1216501225,441,-0.421626,2.445431,0.737598,0.842969,-11.801563,4182955.882206,554235.148303,100,-4.712389,0.028056,0.000000
1216501225,541,-0.393518,2.473539,0.948340,0.842969,-11.590820,4182955.882206,554235.148303,100,-4.712389,0.028056,0.000000
1216501225,641,-0.393518,2.501647,1.053711,0.737598,-11.590820,4182955.709684,554235.102376,100,-4.712389,0.030000,0.000000
1216501225,741,-0.449734,2.473539,1.053711,0.737598,-11.696191,4182955.709684,554235.102376,100,-4.712389,0.030000,0.000000
1216501225,841,-0.421626,2.501647,1.053711,0.632227,-11.696191,4182955.577929,554235.060593,100,-4.712389,0.008889,0.000000
1216501225,941,-0.365409,2.473539,0.948340,0.842969,-11.485449,4182955.577929,554235.060593,100,-4.712389,0.008889,0.000000
1216501226,31,-0.421626,2.445431,0.737598,0.948340,-11.801563,4182955.577929,554235.060593,100,-4.712389,0.008889,0.000000
1216501226,131,-0.393518,2.501647,1.053711,0.632227,-11.590820,4182955.466273,554234.977502,100,-4.712389,0.012778,0.000000
1216501226,231,-0.449734,2.445431,0.737598,0.842969,-11.801563,4182955.466273,554234.977502,100,-4.712389,0.012778,0.000000
1216501226,331,-0.449734,2.445431,0.842969,0.842969,-11.801563,4182955.310446,554234.935877,100,-4.712389,0.016667,0.000000
1216501226,431,-0.421626,2.473539,0.948340,0.632227,-11.801563,4182955.310446,554234.935877,100,-4.712389,0.016667,0.000000
1216501226,531,-0.421626,2.445431,1.053711,0.632227,-11.590820,4182955.230907,554234.949635,100,-4.712389,0.003889,0.000000
1216501226,631,-0.393518,2.501647,1.053711,0.632227,-11.696191,4182955.230907,554234.949635,100,-4.712389,0.003889,0.000000
1216501226,731,-0.393518,2.501647,1.159082,0.737598,-11.696191,4182955.143991,554234.967853,100,-4.712389,0.013056,0.000000
1216501226,831,-0.421626,2.445431,0.842969,0.948340,-11.696191,4182955.143991,554234.967853,100,-4.712389,0.013056,0.000000
1216501226,931,-0.421626,2.445431,0.948340,0.842969,-11.590820,4182955.143991,554234.967853,100,-4.712389,0.013056,0.000000
1216501227,31,-0.449734,2.501647,0.842969,0.737598,-11.801563,4182955.044141,554234.990568,100,-4.712389,0.024722,0.000000
1216501227,131,-0.421626,2.445431,0.842969,0.948340,-11.696191,4182955.044141,554234.990568,100,-4.712389,0.024722,0.000000
1216501227,231,-0.421626,2.445431,0.737598,0.842969,-11.801563,4182954.999602,554234.976154,100,-4.712389,0.008056,0.000000
1216501227,331,-0.449734,2.445431,0.842969,0.737598,-11.906934,4182954.999602,554234.976154,100,-4.712389,0.008056,0.000000
1216501227,431,-0.449734,2.473539,1.053711,0.632227,-11.696191,4182954.938166,554234.926557,100,-4.712389,0.004722,0.000000
1216501227,531,-0.449734,2.445431,0.948340,0.737598,-11.590820,4182954.938166,554234.926557,100,-4.712389,0.004722,0.000000
1216501227,631,-0.421626,2.501647,1.053711,0.632227,-11.590820,4182954.705615,554234.763375,100,-4.712389,0.008611,0.000000
